text,translated_text,translated_text_en,label,lang
В США умерли шесть участников испытаний вакцины от коронавируса https://t.co/WVrW738VWz,Enam peserta uji coba vaksin virus corona meninggal di AS https://t.co/WVrW738VWz,Six participants in coronavirus vaccine trials died in the US https://t.co/WVrW738VWz,misinformation,ru
В США умерли шесть участников испытаний вакцины от коронавируса https://t.co/WVrW738VWz,Enam peserta uji coba vaksin virus corona meninggal di AS https://t.co/WVrW738VWz,Six participants in coronavirus vaccine trials died in the US https://t.co/WVrW738VWz,misinformation,ru
"Во время испытаний вакцины Pfizer и BioNTech умерли шесть добровольцев, пишет The Wall Street Journal.

Два летальных исхода зафиксировано в вакцинируемой группе, еще четыре — в группе плацебо.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn","Enam sukarelawan meninggal selama uji coba vaksin Pfizer dan BioNTech, tulis The Wall Street Journal.

Dua kematian dicatat pada kelompok yang divaksinasi, empat lagi pada kelompok plasebo.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn","Six volunteers died during Pfizer and BioNTech vaccine trials, writes The Wall Street Journal.

Two deaths were recorded in the vaccinated group, four more in the placebo group.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn",misinformation,ru
"2 döda av Pfizers vaccin mot covid19.

https://t.co/EQm1bLMc31","2 orang meninggal karena vaksin Pfizer melawan covid19.

https://t.co/EQm1bLMc31","2 dead from Pfizer's vaccine against covid19.

https://t.co/EQm1bLMc31",misinformation,sv
"辉瑞疫苗 两个志愿者已经被疫苗 打死了
https://t.co/W8ypOyv8B6","Vaksin Pfizer: Dua sukarelawan telah terbunuh oleh vaksin
https://t.co/W8ypOyv8B6","Pfizer vaccine: Two volunteers have been killed by the vaccine
https://t.co/W8ypOyv8B6",misinformation,zh
"Во время испытаний вакцины Pfizer и BioNTech умерли шесть добровольцев, пишет The Wall Street Journal.

Два летальных исхода зафиксировано в вакцинируемой группе, еще четыре — в группе плацебо.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn","Enam sukarelawan meninggal selama uji coba vaksin Pfizer dan BioNTech, tulis The Wall Street Journal.

Dua kematian dicatat pada kelompok yang divaksinasi, empat lagi pada kelompok plasebo.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn","Six volunteers died during Pfizer and BioNTech vaccine trials, writes The Wall Street Journal.

Two deaths were recorded in the vaccinated group, four more in the placebo group.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn",misinformation,ru
"Во время испытаний вакцины Pfizer и BioNTech умерли шесть добровольцев, пишет The Wall Street Journal.

Два летальных исхода зафиксировано в вакцинируемой группе, еще четыре — в группе плацебо.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn","Enam sukarelawan meninggal selama uji coba vaksin Pfizer dan BioNTech, tulis The Wall Street Journal.

Dua kematian dicatat pada kelompok yang divaksinasi, empat lagi pada kelompok plasebo.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn","Six volunteers died during Pfizer and BioNTech vaccine trials, writes The Wall Street Journal.

Two deaths were recorded in the vaccinated group, four more in the placebo group.

https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn",misinformation,ru
Golfinhos e cisnes aparecem nos canais de Veneza uma semana após o fechamento da cidade para impedir a propagação do coronavírus https://t.co/95J2sIHHQ3,Lumba-lumba dan angsa muncul di kanal Venesia seminggu setelah kota ditutup untuk menghentikan penyebaran virus corona https://t.co/95J2sIHHQ3,Dolphins and swans appear in the canals of Venice a week after the city closed to stop the spread of the coronavirus https://t.co/95J2sIHHQ3,misinformation,pt
В каналах Венеции из-за отсутствия туристов завелись дельфины! Смотрите видео: https://t.co/tqzmiMb7TO https://t.co/CfCRgJVs3I,Lumba-lumba telah muncul di kanal-kanal Venesia karena kurangnya wisatawan! Tonton videonya: https://t.co/tqzmiMb7TO https://t.co/CfCRgJVs3I,Dolphins have appeared in the canals of Venice due to the lack of tourists! Watch the video: https://t.co/tqzmiMb7TO https://t.co/CfCRgJVs3I,misinformation,ru
Golfinhos retornam aos canais de Veneza após isolamento de humanos: https://t.co/tA9FbN6M4y #CoronavirusPandemic https://t.co/BOjre1pzSB,Lumba-lumba kembali ke kanal Venesia setelah isolasi manusia: https://t.co/tA9FbN6M4y #CoronavirusPandemic https://t.co/BOjre1pzSB,Dolphins return to Venice canals after human isolation: https://t.co/tA9FbN6M4y #CoronavirusPandemic https://t.co/BOjre1pzSB,misinformation,pt
Os manifestantes não respeitaram a distância e o uso de máscaras exigidos pela Justiça para que pudessem marchar https://t.co/oxdtQPM8BK,Para pengunjuk rasa tidak menghormati jarak dan penggunaan masker yang diwajibkan oleh Kehakiman agar bisa berbaris https://t.co/oxdtQPM8BK,The protesters did not respect the distance and the use of masks required by Justice so that they could march https://t.co/oxdtQPM8BK,misinformation,pt
Bill Gates admet que 700 000 personnes pourraient être blessées ou tuées par ses vaccins contre les coronavirus https://t.co/P3iIVM6ojW #santé #vaccins #Covid19,Bill Gates mengakui 700.000 orang dapat terluka atau terbunuh oleh vaksin coronavirus-nya https://t.co/P3iIVM6ojW #health #vaccines #Covid19,"Bill Gates admits 700,000 people could be injured or killed by his coronavirus vaccines https://t.co/P3iIVM6ojW #health #vaccines #Covid19",misinformation,fr
"Deciding or declining to get the #COVID19 vaccine is more complex for people like Stacy Torres, PhD, who has an auto-immune disease. She shares her thought processes in her column for @usatoda. https://t.co/USQHyJB4Uf","Memutuskan atau menolak untuk mendapatkan vaksin #COVID19 lebih rumit bagi orang-orang seperti Stacy Torres, PhD, yang memiliki penyakit autoimun. Dia membagikan proses pemikirannya di kolomnya untuk @usatoda. https://t.co/USQHyJB4Uf","Deciding or declining to get the #COVID19 vaccine is more complex for people like Stacy Torres, PhD, who has an auto-immune disease. She shares her thought processes in her column for @usatoda. https://t.co/USQHyJB4Uf",misinformation,en
"1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu","1.3 cara tertular Covid: terpapar virus, vaksinasi, kontak dekat dengan yang divaksin
2.Vaksin lebih berbahaya daripada virus
3.Vaksin: penyakit terkait prion (penyakit sapi gila) kemungkinan muncul dalam 1,5 tahun

https://t.co/R3t5boqbLu","1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu",misinformation,en
"ALERTA! 

Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante

https://t.co/YtVW47klwC","PERINGATAN!

Hadiah Nobel dalam Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru

https://t.co/YtVW47klwC","ALERT!

Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant

https://t.co/YtVW47klwC",misinformation,pt
Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante https://t.co/c4vy0I86bm via @criticanac,Hadiah Nobel Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru https://t.co/c4vy0I86bm via @criticanac,Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant https://t.co/c4vy0I86bm via @criticanac,misinformation,pt
"The Delta variant of Covid-19 has new, and oftentimes more serious, symptoms than what we saw in spring of 2020.
@BhadeliaMD has a super easy fix to combat the strain: get vaccinated! https://t.co/rK3KHdnDnC","Varian Delta dari Covid-19 memiliki gejala baru, dan seringkali lebih serius, daripada yang kita lihat di musim semi 2020.
@BhadeliaMD memiliki perbaikan yang sangat mudah untuk memerangi ketegangan: dapatkan vaksinasi! https://t.co/rK3KHdnDnC","The Delta variant of Covid-19 has new, and oftentimes more serious, symptoms than what we saw in spring of 2020.
@BhadeliaMD has a super easy fix to combat the strain: get vaccinated! https://t.co/rK3KHdnDnC",misinformation,en
"Ultraważne! Skuteczność szczepionek przeciw COVID-19 - obalam mit.

https://t.co/O6k0BGi2wD https://t.co/OhSE4Fdtrd","Terakhir! Efektivitas vaksin melawan COVID-19 - Saya menyangkal mitos tersebut.

https://t.co/O6k0BGi2wD https://t.co/OhSE4Fdtrd","Ultimate! The effectiveness of vaccines against COVID-19 - I debunk the myth.

https://t.co/O6k0BGi2wD https://t.co/OhSE4Fdtrd",misinformation,pl
"Deciding or declining to get the #COVID19 vaccine is more complex for people like Stacy Torres, PhD, who has an auto-immune disease. She shares her thought processes in her column for @usatoda. https://t.co/USQHyJB4Uf","Memutuskan atau menolak untuk mendapatkan vaksin #COVID19 lebih rumit bagi orang-orang seperti Stacy Torres, PhD, yang memiliki penyakit autoimun. Dia membagikan proses pemikirannya di kolomnya untuk @usatoda. https://t.co/USQHyJB4Uf","Deciding or declining to get the #COVID19 vaccine is more complex for people like Stacy Torres, PhD, who has an auto-immune disease. She shares her thought processes in her column for @usatoda. https://t.co/USQHyJB4Uf",misinformation,en
"1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu","1.3 cara tertular Covid: terpapar virus, vaksinasi, kontak dekat dengan yang divaksin
2.Vaksin lebih berbahaya daripada virus
3.Vaksin: penyakit terkait prion (penyakit sapi gila) kemungkinan muncul dalam 1,5 tahun

https://t.co/R3t5boqbLu","1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu",misinformation,en
"ALERTA! 

Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante

https://t.co/YtVW47klwC","PERINGATAN!

Hadiah Nobel dalam Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru

https://t.co/YtVW47klwC","ALERT!

Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant

https://t.co/YtVW47klwC",misinformation,pt
Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante https://t.co/c4vy0I86bm via @criticanac,Hadiah Nobel Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru https://t.co/c4vy0I86bm via @criticanac,Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant https://t.co/c4vy0I86bm via @criticanac,misinformation,pt
"The Delta variant of Covid-19 has new, and oftentimes more serious, symptoms than what we saw in spring of 2020.
@BhadeliaMD has a super easy fix to combat the strain: get vaccinated! https://t.co/rK3KHdnDnC","Varian Delta dari Covid-19 memiliki gejala baru, dan seringkali lebih serius, daripada yang kita lihat di musim semi 2020.
@BhadeliaMD memiliki perbaikan yang sangat mudah untuk memerangi ketegangan: dapatkan vaksinasi! https://t.co/rK3KHdnDnC","The Delta variant of Covid-19 has new, and oftentimes more serious, symptoms than what we saw in spring of 2020.
@BhadeliaMD has a super easy fix to combat the strain: get vaccinated! https://t.co/rK3KHdnDnC",misinformation,en
"Ultraważne! Skuteczność szczepionek przeciw COVID-19 - obalam mit.

https://t.co/O6k0BGi2wD https://t.co/OhSE4Fdtrd","Terakhir! Efektivitas vaksin melawan COVID-19 - Saya menyangkal mitos tersebut.

https://t.co/O6k0BGi2wD https://t.co/OhSE4Fdtrd","Ultimate! The effectiveness of vaccines against COVID-19 - I debunk the myth.

https://t.co/O6k0BGi2wD https://t.co/OhSE4Fdtrd",misinformation,pl
"Deciding or declining to get the #COVID19 vaccine is more complex for people like Stacy Torres, PhD, who has an auto-immune disease. She shares her thought processes in her column for @usatoda. https://t.co/USQHyJB4Uf","Memutuskan atau menolak untuk mendapatkan vaksin #COVID19 lebih rumit bagi orang-orang seperti Stacy Torres, PhD, yang memiliki penyakit autoimun. Dia membagikan proses pemikirannya di kolomnya untuk @usatoda. https://t.co/USQHyJB4Uf","Deciding or declining to get the #COVID19 vaccine is more complex for people like Stacy Torres, PhD, who has an auto-immune disease. She shares her thought processes in her column for @usatoda. https://t.co/USQHyJB4Uf",misinformation,en
"❌ No, mRNA COVID-19 vaccines do not ""alter your DNA."" https://t.co/ncWFy5NFPB","Tidak, vaksin mRNA COVID-19 tidak ""mengubah DNA Anda"". https://t.co/ncWFy5NFPB","❌ No, mRNA COVID-19 vaccines do not ""alter your DNA."" https://t.co/ncWFy5NFPB",misinformation,en
"❌ No, mRNA COVID-19 vaccines do not ""alter your DNA."" https://t.co/ncWFy5NFPB","Tidak, vaksin mRNA COVID-19 tidak ""mengubah DNA Anda"". https://t.co/ncWFy5NFPB","❌ No, mRNA COVID-19 vaccines do not ""alter your DNA."" https://t.co/ncWFy5NFPB",misinformation,en
I nuovi vaccini COVID-19 mRNA sono mortali! https://t.co/2wsqJpyVk7 via @sadefenza,Vaksin mRNA COVID-19 baru sangat mematikan! https://t.co/2wsqJpyVk7 melalui @sadefenza,New COVID-19 mRNA vaccines are deadly! https://t.co/2wsqJpyVk7 via @sadefenza,misinformation,it
COVID-19 vaccin: Geen vaccinatiecampagne maar een grootschalig genetisch experiment https://t.co/XdnjEaappG https://t.co/7tEmblLKP3,Vaksin COVID-19: Bukan kampanye vaksinasi tetapi eksperimen genetik skala besar https://t.co/XdnjEaappG https://t.co/7tEmblLKP3,COVID-19 vaccine: Not a vaccination campaign but a large-scale genetic experiment https://t.co/XdnjEaappG https://t.co/7tEmblLKP3,misinformation,nl
"❌ No, mRNA COVID-19 vaccines do not ""alter your DNA."" https://t.co/ncWFy5NFPB","Tidak, vaksin mRNA COVID-19 tidak ""mengubah DNA Anda"". https://t.co/ncWFy5NFPB","❌ No, mRNA COVID-19 vaccines do not ""alter your DNA."" https://t.co/ncWFy5NFPB",misinformation,en
"#CoronaVirus के कहर से उबर रहे #China में एक नए वायरस की दस्तक से हड़कंप मच गया है। चीन के यूनान प्रांत में #Hantavirus मिला है, जिससे एक इंसान की मौत हो गई है। चूहों से होने वाले इस संक्रमण को लेकर राहत की बात है कि ये #COVID19 की तरह घातक नहीं है। https://t.co/4YA8xOVMKO","#China, yang pulih dari malapetaka #CoronaVirus, telah diguncang oleh pukulan virus baru. #Hantavirus telah ditemukan di provinsi Yunnan China, yang menyebabkan satu orang meninggal. Ini adalah masalah kelegaan tentang infeksi yang disebabkan oleh tikus ini yang tidak mematikan seperti #COVID19. https://t.co/4YA8xOVMKO","#China, which is recovering from the havoc of #CoronaVirus, has been stirred up by the knock of a new virus. #Hantavirus has been found in China's Yunnan province, due to which one person has died. It is a matter of relief about this infection caused by rats that it is not as deadly as #COVID19. https://t.co/4YA8xOVMKO",misinformation,hi
"#CoronaVirus के कहर से उबर रहे #China में एक नए वायरस की दस्तक से हड़कंप मच गया है। चीन के यूनान प्रांत में #Hantavirus मिला है, जिससे एक इंसान की मौत हो गई है। चूहों से होने वाले इस संक्रमण को लेकर राहत की बात है कि ये #COVID19 की तरह घातक नहीं है। https://t.co/4YA8xOVMKO","#China, yang pulih dari malapetaka #CoronaVirus, telah diguncang oleh pukulan virus baru. #Hantavirus telah ditemukan di provinsi Yunnan China, yang menyebabkan satu orang meninggal. Ini adalah masalah kelegaan tentang infeksi yang disebabkan oleh tikus ini yang tidak mematikan seperti #COVID19. https://t.co/4YA8xOVMKO","#China, which is recovering from the havoc of #CoronaVirus, has been stirred up by the knock of a new virus. #Hantavirus has been found in China's Yunnan province, due to which one person has died. It is a matter of relief about this infection caused by rats that it is not as deadly as #COVID19. https://t.co/4YA8xOVMKO",misinformation,hi
"1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu","1.3 cara tertular Covid: terpapar virus, vaksinasi, kontak dekat dengan yang divaksin
2.Vaksin lebih berbahaya daripada virus
3.Vaksin: penyakit terkait prion (penyakit sapi gila) kemungkinan muncul dalam 1,5 tahun

https://t.co/R3t5boqbLu","1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu",misinformation,en
"Déjà presque 12 000 morts et plus de 1,2 million d’effets secondaires susceptibles d’être liés aux vaccins dans l’UE 
https://t.co/M5kzuP46L9 via @Réseau International https://t.co/Ia9cpUOThH","Sudah hampir 12.000 kematian dan lebih dari 1,2 juta efek samping yang kemungkinan terkait dengan vaksin di UE
https://t.co/M5kzuP46L9 melalui @Jaringan Internasional https://t.co/Ia9cpUOThH","Already almost 12,000 deaths and more than 1.2 million side effects likely to be linked to vaccines in the EU
https://t.co/M5kzuP46L9 via @International Network https://t.co/Ia9cpUOThH",misinformation,fr
⬅️يوجد بالفعل ما يقرب من 12000 حالة وفاة وأكثر من 1.2 مليون من الآثار الجانبية التي من المحتمل أن تكون مرتبطة بلقاحات💉💉☠ مكافحة فيروس كورونا في الاتحاد الأوروبي https://t.co/ebIdrAS6l1,"Sudah ada hampir 12.000 kematian dan lebih dari 1,2 juta efek samping yang kemungkinan terkait dengan vaksin anti-coronavirus di Uni Eropa https://t.co/ebIdrAS6l1","There are already nearly 12,000 deaths and more than 1.2 million side effects likely linked to the anti-coronavirus vaccines in the European Union https://t.co/ebIdrAS6l1",misinformation,ar
"ALERTA! 

Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante

https://t.co/YtVW47klwC","PERINGATAN!

Hadiah Nobel dalam Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru

https://t.co/YtVW47klwC","ALERT!

Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant

https://t.co/YtVW47klwC",misinformation,pt
Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante https://t.co/c4vy0I86bm via @criticanac,Hadiah Nobel Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru https://t.co/c4vy0I86bm via @criticanac,Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant https://t.co/c4vy0I86bm via @criticanac,misinformation,pt
"Covid-19 : l'Académie de médecine préconise de rendre le vaccin obligatoire

https://t.co/klnHK7UZmk https://t.co/2GvWzJLE7R","Covid-19: Akademi Kedokteran merekomendasikan untuk membuat vaksin wajib

https://t.co/klnHK7UZmk https://t.co/2GvWzJLE7R","Covid-19: the Academy of Medicine recommends making the vaccine compulsory

https://t.co/klnHK7UZmk https://t.co/2GvWzJLE7R",misinformation,fr
"NEWS RELEASE from Cleveland Clinic: 

* 99% of admissions for Covid were not fully vaccinated. 
* 99.7% of infections in workers were unvaccinated. 
* mRNA vaccines 97% effective. 

https://t.co/yL6gj8JsRN https://t.co/XeNlbrkmzh","BERITA RELEASE dari Cleveland Clinic:

* 99% dari penerimaan untuk Covid tidak sepenuhnya divaksinasi.
* 99,7% infeksi pada pekerja tidak divaksinasi.
* Vaksin mRNA 97% efektif.

https://t.co/yL6gj8JsRN https://t.co/XeNlbrkmzh","NEWS RELEASE from Cleveland Clinic: 

* 99% of admissions for Covid were not fully vaccinated. 
* 99.7% of infections in workers were unvaccinated. 
* mRNA vaccines 97% effective. 

https://t.co/yL6gj8JsRN https://t.co/XeNlbrkmzh",misinformation,en
"Most COVID-19 Infections and Hospitalizations are in Unvaccinated
La Cleveland Clinic (Ohio) a déclaré que 99,7% des patients hospitalisés Covid-19 ne sont pas vaccinés, ce qui démontre que les vaccins évitent les formes graves et la mort.
https://t.co/OR4hufLL16","Sebagian besar Infeksi dan Rawat Inap COVID-19 tidak divaksinasi
Klinik Cleveland (Ohio) mengatakan bahwa 99,7% pasien Covid-19 yang dirawat di rumah sakit tidak divaksinasi, menunjukkan bahwa vaksin mencegah bentuk parah dan kematian.
https://t.co/OR4hufLL16","Most COVID-19 Infections and Hospitalizations are in Unvaccinated
The Cleveland Clinic (Ohio) said that 99.7% of hospitalized Covid-19 patients are not vaccinated, demonstrating that vaccines prevent severe forms and death.
https://t.co/OR4hufLL16",misinformation,fr
Médicos del interior de Venezuela exigen vacunas contra el COVID-19 mientras las muertes no paran. https://t.co/N97GP7rGRF,Dokter dari pedalaman Venezuela menuntut vaksin melawan COVID-19 sementara kematian tidak berhenti. https://t.co/N97GP7rGRF,Doctors from the interior of Venezuela demand vaccines against COVID-19 while the deaths do not stop. https://t.co/N97GP7rGRF,misinformation,es
"「コール博士は、コロちゃん我苦沈は過去20年間で、すべてのどの我苦沈よりも多くの死者を出したと言います。」これがmRNA我苦沈の怖さ！！ ヒトへの影響が検証しきれていないものを体に入れたくはないね。
https://t.co/LvufBTqvff","“Dr. Cole mengatakan bahwa Koro-chan telah membunuh lebih banyak orang daripada mereka dalam 20 tahun terakhir.” Begitulah mRNA yang menakutkan! !! Saya tidak ingin memasukkan sesuatu ke dalam tubuh saya yang belum sepenuhnya diverifikasi efeknya pada manusia.
https://t.co/LvufBTqvff","""Dr. Cole says Koro-chan has killed more than any other in the last 20 years."" This is the fear of mRNA! ! I don't want to put anything in my body that hasn't been verified for its effects on humans.
https://t.co/LvufBTqvff",misinformation,ja
"1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu","1.3 cara tertular Covid: terpapar virus, vaksinasi, kontak dekat dengan yang divaksin
2.Vaksin lebih berbahaya daripada virus
3.Vaksin: penyakit terkait prion (penyakit sapi gila) kemungkinan muncul dalam 1,5 tahun

https://t.co/R3t5boqbLu","1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu",misinformation,en
"Déjà presque 12 000 morts et plus de 1,2 million d’effets secondaires susceptibles d’être liés aux vaccins dans l’UE 
https://t.co/M5kzuP46L9 via @Réseau International https://t.co/Ia9cpUOThH","Sudah hampir 12.000 kematian dan lebih dari 1,2 juta efek samping yang kemungkinan terkait dengan vaksin di UE
https://t.co/M5kzuP46L9 melalui @Jaringan Internasional https://t.co/Ia9cpUOThH","Already almost 12,000 deaths and more than 1.2 million side effects likely to be linked to vaccines in the EU
https://t.co/M5kzuP46L9 via @International Network https://t.co/Ia9cpUOThH",misinformation,fr
⬅️يوجد بالفعل ما يقرب من 12000 حالة وفاة وأكثر من 1.2 مليون من الآثار الجانبية التي من المحتمل أن تكون مرتبطة بلقاحات💉💉☠ مكافحة فيروس كورونا في الاتحاد الأوروبي https://t.co/ebIdrAS6l1,"Sudah ada hampir 12.000 kematian dan lebih dari 1,2 juta efek samping yang kemungkinan terkait dengan vaksin anti-coronavirus di Uni Eropa https://t.co/ebIdrAS6l1","There are already nearly 12,000 deaths and more than 1.2 million side effects likely linked to the anti-coronavirus vaccines in the European Union https://t.co/ebIdrAS6l1",misinformation,ar
"「コール博士は、コロちゃん我苦沈は過去20年間で、すべてのどの我苦沈よりも多くの死者を出したと言います。」これがmRNA我苦沈の怖さ！！ ヒトへの影響が検証しきれていないものを体に入れたくはないね。
https://t.co/LvufBTqvff","""Dr Cole mengatakan Koro-chan telah membunuh lebih dari yang lain dalam 20 tahun terakhir."" Ini adalah ketakutan mRNA! !! Saya tidak ingin memasukkan apa pun ke dalam tubuh saya yang belum diverifikasi efeknya pada manusia.
https://t.co/LvufBTqvff","""Dr. Cole says Koro-chan has killed more than any other in the last 20 years."" This is the fear of mRNA! ! I don't want to put anything in my body that hasn't been verified for its effects on humans.
https://t.co/LvufBTqvff",misinformation,ja
"Covid-19 en México: 51.3 millones de vacunas aplicadas; suman 235 mil 277 las muertes | Gráficas
https://t.co/pfr2J6m5Cn https://t.co/c0jXG5PPDn","Covid-19 di Meksiko: 51,3 juta vaksin diterapkan; ada 235 ribu 277 kematian | grafik
https://t.co/pfr2J6m5Cn https://t.co/c0jXG5PPDn","Covid-19 in Mexico: 51.3 million vaccines applied; there are 235 thousand 277 deaths | charts
https://t.co/pfr2J6m5Cn https://t.co/c0jXG5PPDn",misinformation,es
"1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu","1.3 cara tertular Covid: terpapar virus, vaksinasi, kontak dekat dengan yang divaksin
2.Vaksin lebih berbahaya daripada virus
3.Vaksin: penyakit terkait prion (penyakit sapi gila) kemungkinan muncul dalam 1,5 tahun

https://t.co/R3t5boqbLu","1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

https://t.co/R3t5boqbLu",misinformation,en
"ALERTA! 

Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante

https://t.co/YtVW47klwC","PERINGATAN!

Hadiah Nobel dalam Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru

https://t.co/YtVW47klwC","ALERT!

Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant

https://t.co/YtVW47klwC",misinformation,pt
Ganhador do Nobel de Medicina Luc Montagnier Afirma: Vacinas Contra Covid Estão Criando Uma Nova Variante https://t.co/c4vy0I86bm via @criticanac,Hadiah Nobel Kedokteran Luc Montagnier Mengatakan: Vaksin Covid Menciptakan Varian Baru https://t.co/c4vy0I86bm via @criticanac,Nobel Prize in Medicine Luc Montagnier Says: Covid Vaccines Are Creating a New Variant https://t.co/c4vy0I86bm via @criticanac,misinformation,pt
U.S. administers nearly 264.7 mln doses of COVID-19 vaccines - CDC https://t.co/LIRMlkeuCR https://t.co/Sg0C4CvXML,"AS mengelola hampir 264,7 juta dosis vaksin COVID-19 - CDC https://t.co/LIRMlkeuCR https://t.co/Sg0C4CvXML",U.S. administers nearly 264.7 mln doses of COVID-19 vaccines - CDC https://t.co/LIRMlkeuCR https://t.co/Sg0C4CvXML,misinformation,en
"「コール博士は、コロちゃん我苦沈は過去20年間で、すべてのどの我苦沈よりも多くの死者を出したと言います。」これがmRNA我苦沈の怖さ！！ ヒトへの影響が検証しきれていないものを体に入れたくはないね。
https://t.co/LvufBTqvff","""Dr Cole mengatakan Koro-chan telah membunuh lebih dari yang lain dalam 20 tahun terakhir."" Ini adalah ketakutan mRNA! !! Saya tidak ingin memasukkan apa pun ke dalam tubuh saya yang belum diverifikasi efeknya pada manusia.
https://t.co/LvufBTqvff","""Dr. Cole says Koro-chan has killed more than any other in the last 20 years."" This is the fear of mRNA! ! I don't want to put anything in my body that hasn't been verified for its effects on humans.
https://t.co/LvufBTqvff",misinformation,ja
