text,translated_text,label,lang
"❓Qué tienen en común las nuevas #VacunaCOVID19
❓Cómo actúan y en qué se diferencian
 
Cuando se administra una vacuna, el organismo genera defensas conocidas como anticuerpos que preparan al sistema para reconocer y defenderse de una enfermedad.
 
https://t.co/tOARD7D51I","Apa kesamaan dari #VacunaCOVID19 yang baru?
Bagaimana mereka bekerja dan bagaimana mereka berbeda
 
Ketika vaksin diberikan, tubuh menghasilkan pertahanan yang dikenal sebagai antibodi yang mempersiapkan sistem untuk mengenali dan bertahan melawan penyakit.
 
https://t.co/tOARD7D51I",misinformation,es
Un vaccin américain contre le Covid-19 donne des résultats prometteurs chez les singes https://t.co/IzzgWfyBtw,Vaksin Covid-19 AS menunjukkan hasil yang menjanjikan pada monyet https://t.co/IzzgWfyBtw,misinformation,fr
Nouveaux essais cliniques d'un vaccin prometteur contre la COVID-19 https://t.co/I2ANVpg62Y,Uji klinis baru dari vaksin COVID-19 yang menjanjikan https://t.co/I2ANVpg62Y,misinformation,fr
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
"Scientists have created candidate vaccines, which eventually could protect billions of people from COVID-19, with astonishing speed https://t.co/KYfUZYMiay","Para ilmuwan telah menciptakan kandidat vaksin, yang pada akhirnya dapat melindungi miliaran orang dari COVID-19, dengan kecepatan luar biasa https://t.co/KYfUZYMiay",misinformation,en
"Calendrier, essais cliniques, financements : où en est-on de la course au #vaccin contre le #Covid_19 ?

https://t.co/nOLi9fZEQ0","Garis waktu, uji klinis, pendanaan: di mana kita dalam perlombaan #vaksin melawan #Covid_19?

https://t.co/nOLi9fZEQ0",misinformation,fr
"Covid, morto un volontario del vaccino Astrazeneca in Brasile

https://t.co/ZiwxaD8r26","Covid, seorang relawan vaksin Astrazeneca di Brasil meninggal

https://t.co/ZiwxaD8r26",misinformation,it
"#Covid, morto volontario test vaccino #AstraZeneca in #Brasile https://t.co/EFviUk9Qia https://t.co/lfBtIl9zZA","#Covid, relawan meninggal #Uji vaksin AstraZeneca di #Brasil https://t.co/EFviUk9Qia https://t.co/lfBtIl9zZA",misinformation,it
Morto in Brasile un volontario del vaccino anti Covid di Astrazeneca https://t.co/dJZgLjoLjH,Relawan vaksin Covid Astrazeneca meninggal di Brasil https://t.co/dJZgLjoLjH,misinformation,it
"AstraZeneca, vaccino di Conte: muore un volontario in Brasile https://t.co/ihh3rJeMcS","AstraZeneca, vaksin Conte: seorang sukarelawan meninggal di Brasil https://t.co/ihh3rJeMcS",misinformation,it
"Aprendo il pezzo si scopre che il volontario si era semplicemente iscritto alla sperimentazione e non aveva mai ricevuto una dose. Titolo esterno da codice penale
https://t.co/9gJ3pY4Lge","Membuka bagian itu ternyata sukarelawan itu hanya mendaftar untuk uji coba dan tidak pernah menerima dosis. Judul eksternal dari hukum pidana
https://t.co/9gJ3pY4Lge",misinformation,it
"🔔Sanidad anuncia la compra de 31 millones de dosis de la vacuna de Oxford, que llegará en diciembre - [https://t.co/hRRkm5aGny]

🔔Muere voluntario en prueba de vacuna Covid-19 de Oxford y AstraZeneca - [https://t.co/a8JFZnlPQI]","Health mengumumkan pembelian 31 juta dosis vaksin Oxford, yang akan tiba pada bulan Desember - [https://t.co/hRRkm5aGny]

Relawan meninggal dalam uji coba vaksin Covid-19 Oxford dan AstraZeneca - [https://t.co/a8JFZnlPQI]",misinformation,es
"Morto un volontario del #vaccino Astrazeneca-Oxford in #Brasile #ANSA #Covid-19
https://t.co/yy5q1XA3R7","Seorang sukarelawan vaksin Astrazeneca-Oxford di #Brasile #ANSA #Covid-19 telah meninggal
https://t.co/yy5q1XA3R7",misinformation,ca
"Coronavirus, morto un volontario del trattamento anti-Covid AstraZeneca in Brasile https://t.co/4GDxVFyJf9","Coronavirus, relawan pengobatan anti-Covid AstraZeneca di Brasil meninggal https://t.co/4GDxVFyJf9",misinformation,it
"Relawan uji klinis vaksin COVID-19 yang meninggal dunia disebut menerima plasebo. Media lokal melaporkan relawan merupakan dokter muda berusia 28 tahun.    

via @detikHealth https://t.co/5cSVQm7UAQ","Relawan uji klinis vaksin COVID-19 yang meninggal dunia disebut menerima plasebo. Media lokal melaporkan relawan merupakan dokter muda berusia 28 tahun.    

via @detikHealth https://t.co/5cSVQm7UAQ",misinformation,in
"Seorang sukarelawan uji coba vaksin COVID-19 AstraZeneca telah meninggal di Brasil. Anvisa, otoritas kesehatan Brasil, menerima informasi dari penyelidikan kematian tersebut. #Brasil 

via @detikHealth https://t.co/roLsneHRUJ","Seorang sukarelawan uji coba vaksin COVID-19 AstraZeneca telah meninggal di Brasil. Anvisa, otoritas kesehatan Brasil, menerima informasi dari penyelidikan kematian tersebut. #Brasil 

via @detikHealth https://t.co/roLsneHRUJ",misinformation,in
"Covid-19 : décès d’un volontaire des tests du vaccin d’Oxford au Brésil
➡️ https://t.co/GOZt2aGbmt https://t.co/SOOZJ2cTrp","Covid-19: kematian sukarelawan uji vaksin Oxford di Brasil
️ https://t.co/GOZt2aGbmt https://t.co/SOOZJ2cTrp",misinformation,fr
"Non mi vaccinerei mai , come x l'inflienza, si muore già di troppe cause, ci mancano i vaccini !! 
AstraZeneca, vaccino di Conte: muore un volontario in Brasile https://t.co/9ACLzgFQ8Y","Saya tidak akan pernah memvaksinasi diri saya sendiri, seperti x inflience, kami sudah mati karena terlalu banyak penyebab, kami kekurangan vaksin !!
AstraZeneca, vaksin Conte: seorang sukarelawan meninggal di Brasil https://t.co/9ACLzgFQ8Y",misinformation,it
"Muore in #Brasile un volontario del programma di sperimentazione del vaccino #Astrazeneca ma non aveva ricevuto nessuna dose, si era solo iscritto #ANSA
https://t.co/YOuyqpdRac","Seorang sukarelawan dari program pengujian vaksin #Astrazeneca meninggal di #Brasil tetapi belum menerima dosis apa pun, ia hanya mendaftarkan #ANSA
https://t.co/YOuyqpdRac",misinformation,it
"Doborovolní zájemci o vakcinaci proti covidu-19, netlačte se všichni!
https://t.co/xe8FSwR1Qi","Relawan yang tertarik dengan vaksinasi terhadap covid-19, jangan terburu-buru semuanya!
https://t.co/xe8FSwR1Qi",misinformation,cs
"AstraZeneca, vaccino di Conte: muore un volontario in Brasile https://t.co/ihh3rJeMcS","AstraZeneca, vaksin Conte: seorang sukarelawan meninggal di Brasil https://t.co/ihh3rJeMcS",misinformation,it
"Non mi vaccinerei mai , come x l'inflienza, si muore già di troppe cause, ci mancano i vaccini !! 
AstraZeneca, vaccino di Conte: muore un volontario in Brasile https://t.co/9ACLzgFQ8Y","Saya tidak akan pernah memvaksinasi diri saya sendiri, seperti x inflience, kami sudah mati karena terlalu banyak penyebab, kami kekurangan vaksin !!
AstraZeneca, vaksin Conte: seorang sukarelawan meninggal di Brasil https://t.co/9ACLzgFQ8Y",misinformation,it
Tomando a vacina contra COVID-19 https://t.co/o9hed6mEf4,Mengambil vaksin melawan COVID-19 https://t.co/o9hed6mEf4,misinformation,es
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
Tomando a vacina contra COVID-19 https://t.co/o9hed6mEf4,Mengambil vaksin melawan COVID-19 https://t.co/o9hed6mEf4,misinformation,es
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
"Over 1,100 people for clinical trials of India's first Covid vaccine https://t.co/70ohiEokzm https://t.co/Tb8Se1z7Zf",Lebih dari 1.100 orang untuk uji klinis vaksin Covid pertama di India https://t.co/70ohiEokzm https://t.co/Tb8Se1z7Zf,misinformation,en
Nova fase de testes para vacina chinesa contra Covid-19 começam em 20 de julho https://t.co/dreZGtS8YY,Fase baru tes vaksin China terhadap Covid-19 dimulai pada 20 Juli https://t.co/dreZGtS8YY,misinformation,pt
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
"Organização Mundial da Saúde (OMS), não recomenda que a aplicação de vacinas contra covid-19 seja obrigatória em qualquer país. A vice-diretora da entidade, Mariângela Simão, disse que é contra “medidas autoritárias” nesse sentido.

https://t.co/Qop2ntuPho","Organisasi Kesehatan Dunia (WHO), tidak merekomendasikan penerapan vaksin terhadap covid-19 menjadi wajib di negara mana pun. Wakil direktur entitas, Mariângela Simão, mengatakan bahwa dia menentang “tindakan otoriter” dalam hal ini.

https://t.co/Qop2ntuPho",misinformation,pt
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
"Berita duka dari Norwegia. 
Sebanyak 23 orang meninggal setelah divaksin covid-19.

Apa yang dikuatirkan tentang resiko efek samping vaksin covid-19 selama ini benar terjadi.

Padahal efikasi Pfizer 95%, gimana yang hanya 65%.

Menakutkan. Iya gak sih? 

https://t.co/ruPuaCg3SL","Berita duka dari Norwegia. 
Sebanyak 23 orang meninggal setelah divaksin covid-19.

Apa yang dikuatirkan tentang resiko efek samping vaksin covid-19 selama ini benar terjadi.

Padahal efikasi Pfizer 95%, gimana yang hanya 65%.

Menakutkan. Iya gak sih? 

https://t.co/ruPuaCg3SL",misinformation,in
"Primeiros dados publicados da Novavax, que recentemente entrou nos estágios iniciais de fase clínica, mostram dados seguros e indutores de uma resposta do sistema imunológico !

https://t.co/bhFU6CXMoZ","Data pertama yang diterbitkan dari Novavax, yang baru-baru ini memasuki tahap awal fase klinis, menunjukkan data yang aman dan merangsang untuk respons sistem kekebalan!

https://t.co/bhFU6CXMoZ",misinformation,pt
"Ricapitolando, Pzifer ha creato il vaccino stabile al 90%, nel frattempo mesi fa la Bill Gates foundation entra nella società della casa farmaceutica stessa, Bill Gates finanzia la campagna elettorale di Biden, Biden ""vince"" e 24 ore dopo la proclamazione, l'annuncio del vaccino. https://t.co/93cfbVBVNn","Singkatnya, Pzifer telah menciptakan vaksin stabil pada 90%, sementara itu beberapa bulan yang lalu yayasan Bill Gates memasuki perusahaan dari perusahaan farmasi itu sendiri, Bill Gates membiayai kampanye pemilihan Biden, Biden ""menang"" dan 24 jam setelah proklamasi, pengumuman vaksin. https://t.co/93cfbVBVNn",misinformation,it
"Ricapitolando, Pzifer ha creato il vaccino stabile al 90%, nel frattempo mesi fa la Bill Gates foundation entra nella società della casa farmaceutica stessa, Bill Gates finanzia la campagna elettorale di Biden, Biden ""vince"" e 24 ore dopo la proclamazione, l'annuncio del vaccino. https://t.co/93cfbVBVNn","Singkatnya, Pzifer telah menciptakan vaksin stabil pada 90%, sementara itu beberapa bulan yang lalu yayasan Bill Gates memasuki perusahaan dari perusahaan farmasi itu sendiri, Bill Gates membiayai kampanye pemilihan Biden, Biden ""menang"" dan 24 jam setelah proklamasi, pengumuman vaksin. https://t.co/93cfbVBVNn",misinformation,it
"La lezione è: quando la #controinformazione vi dice di avere cose ""esclusive!"", in realtà è qualcosa di cui l'#informazione ha parlato da settimane e scopre solo ora. E se ciò non è, è la solita #infodemia, turpe minestrone che fonde #5G, #COVID19 e co.

https://t.co/7Ha2mzf71u","Pelajarannya adalah: ketika #counterinformation memberi tahu Anda bahwa Anda memiliki ""eksklusif!"" Hal-hal, itu sebenarnya adalah sesuatu yang #information telah bicarakan selama berminggu-minggu dan baru sekarang diketahui. Dan jika bukan ini masalahnya, #infodemia biasa, minestrone kotor yang memadukan # 5G, # COVID19, dan lainnya.

https://t.co/7Ha2mzf71u",misinformation,it
"ESCLUSIVO – Consiglio Unione Europea: repressione e galera per chi denuncia i pericoli sanitari del #5G. Rischiano medici, scienziati e attivisti – #stop5g  https://t.co/9OEEA0dxV6","EKSKLUSIF - Dewan Uni Eropa: represi dan penjara bagi mereka yang melaporkan bahaya kesehatan # 5G. Risiko dokter, ilmuwan, dan aktivis - # stop5g https://t.co/9OEEA0dxV6",misinformation,it
"#CDC Report: Over 3,000 Are ‘Unable to Perform Normal Daily Activities’ After Receiving the #COVID19 #vaccine 
 
https://t.co/6HbnKrqEQ0 https://t.co/CLi8CPrAwe","Laporan #CDC: Lebih dari 3.000 'Tidak Dapat Melakukan Aktivitas Harian Normal' Setelah Menerima #COVID19 #vaksin
 
https://t.co/6HbnKrqEQ0 https://t.co/CLi8CPrAwe",misinformation,en
"Thousands of people “unable to perform normal daily activities, unable to work, required care from doctor or health care professional.”

As of Dec. 18, 3,150 people reported what the agency terms “Health Impact Events” after getting #Vaccinated.

https://t.co/fw2YZjP4ZN","Ribuan orang “tidak dapat melakukan aktivitas normal sehari-hari, tidak dapat bekerja, memerlukan perawatan dari dokter atau profesional perawatan kesehatan”.

Pada 18 Desember, 3.150 orang melaporkan apa yang disebut agensi sebagai “Peristiwa Dampak Kesehatan” setelah mendapatkan #Vaksinasi.

https://t.co/fw2YZjP4ZN",misinformation,en
"Over 3000 People 'UNABLE TO PERFORM NORMAL DAILY ACTIVITIES, UNABLE TO WORK, REQUIRED CARE FROM DOCTOR OR HEALTH CARE PROFESSIONAL' after taking covid vaccine per CDC https://t.co/CQvJC92UpE https://t.co/c5Qs92koOd","Lebih dari 3000 Orang 'TIDAK DAPAT MELAKUKAN AKTIVITAS SEHARI-HARI NORMAL, TIDAK DAPAT BEKERJA, PERLU PERAWATAN DOKTER ATAU PROFESIONAL PERAWATAN KESEHATAN' setelah minum vaksin covid per CDC https://t.co/CQvJC92UpE https://t.co/c5Qs92koOd",misinformation,en
"CDC: 3,150 people who have received COVID vaccine are “unable to perform normal daily activities, unable to work, required care from doctor or health care professional”

https://t.co/GZkAmL5xS4 https://t.co/EkRFLVLPfZ","CDC: 3.150 orang yang telah menerima vaksin COVID “tidak dapat melakukan aktivitas normal sehari-hari, tidak dapat bekerja, memerlukan perawatan dari dokter atau profesional perawatan kesehatan”

https://t.co/GZkAmL5xS4 https://t.co/EkRFLVLPfZ",misinformation,en
Bill Gates explica las investigaciones sobre el Covid-19 y vaticina cuándo habrá una vacuna https://t.co/ynMPRoAhJq,Bill Gates menjelaskan penelitian tentang Covid-19 dan memprediksi kapan akan ada vaksin https://t.co/ynMPRoAhJq,misinformation,es
"La ironía de Vacuna de Pfizer ™ 
#CoronavirusVaccine 
Vaporizer Cartridge
 Made un China https://t.co/OPvB4j9L6X","Ironi dari Vaksin Pfizer™
#Vaksin virus corona
Kartrid Vaporizer
 Buatan China https://t.co/OPvB4j9L6X",misinformation,ro
"La ironía de Vacuna de Pfizer ™ 
#CoronavirusVaccine 
Vaporizer Cartridge
 Made un China https://t.co/OPvB4j9L6X","Ironi dari Vaksin Pfizer™
#Vaksin virus corona
Kartrid Vaporizer
 Buatan China https://t.co/OPvB4j9L6X",misinformation,ro
Aspirina tem efeito contra a Covid-19? https://t.co/SfKk4PHHow,Apakah aspirin bekerja melawan Covid-19? https://t.co/SfKk4PHHow,misinformation,pt
Bolsonaro opet pozitivan na koronavirus https://t.co/sbCIPCuDwg,Bolsonaro dinyatakan positif virus corona lagi https://t.co/sbCIPCuDwg,misinformation,und
"El presidente de Brasil,  Jair Bolsonaro, se volvió a hacer la prueba de coronavirus y mira lo que pasó (+detalles) 👇 https://t.co/cnaqRmECRi","Presiden Brasil, Jair Bolsonaro, diuji lagi untuk virus corona dan lihat apa yang terjadi (+ detail) https://t.co/cnaqRmECRi",misinformation,es
"Coronavirus, Luca Parmitano: ""Sapevo già da novembre mentre ero nello spazio"". Ombre su Giuseppe Conte https://t.co/cgYnvcxnJc","Coronavirus, Luca Parmitano: ""Saya sudah tahu sejak November saat saya berada di luar angkasa"". Bayangan di Giuseppe Conte https://t.co/cgYnvcxnJc",factual,it
"Coronavirus, Luca Parmitano: ""Sapevo già da novembre mentre ero nello spazio"". Ombre su Giuseppe Conte https://t.co/jJ7xEW7R9j","Coronavirus, Luca Parmitano: ""Saya sudah tahu dari November saat saya berada di luar angkasa"". Bayangan di Giuseppe Conte https://t.co/jJ7xEW7R9j",factual,it
"A quanto pare, già da novembre 2019 il comandante (italiano) della Stazione Spaziale Internazionale sapeva dell'esistenza di una pandemia in Cina. Inquietante.

https://t.co/Um3vPpqvnU","Rupanya, pada awal November 2019, komandan (Italia) Stasiun Luar Angkasa Internasional mengetahui adanya pandemi di China. meresahkan.

https://t.co/Um3vPpqvnU",factual,it
FDA recomienda estar atento ante posible parálisis de Bell en quiénes reciban las vacunas de Moderna and Pfizer #NoVaccineForMe #VacunasSonVeneno #BellsPalsy  https://t.co/RGcYL0fIft,FDA merekomendasikan untuk waspada terhadap kemungkinan Bell's palsy pada mereka yang menerima vaksin Moderna dan Pfizer #NoVaccineForMe #VacunasSonVeneno #BellsPalsy https://t.co/RGcYL0fIft,misinformation,es
"Quatro pessoas que receberam a vacina da Pfizer desenvolveram “Paralisia de Bell”, uma forma de paralisia facial temporária

https://t.co/7tr68fjWO7","Empat orang yang menerima vaksin Pfizer mengembangkan ""Bell's Palsy"", suatu bentuk kelumpuhan wajah sementara

https://t.co/7tr68fjWO7",misinformation,pt
"🔻Vaccino Pfizer, 4 casi di paralisi di Bell tra i volontari ""ma nessun allarmismo""

https://t.co/Lst2sEueTP","Vaksin Pfizer, 4 kasus Bell's palsy di antara sukarelawan ""tetapi tidak ada alarmisme""

https://t.co/Lst2sEueTP",misinformation,it
"Cuatro voluntarios de la vacuna Pfizer desarrollaron parálisis de Bell.

 https://t.co/gVaHaxb5L2 https://t.co/yqhYsT9aaK","Empat sukarelawan vaksin Pfizer mengembangkan Bell's palsy.

 https://t.co/gVaHaxb5L2 https://t.co/yqhYsT9aaK",misinformation,es
"L'allarme dei medici sulle mascherine""Se utilizzate all'aperto sono dannose"" https://t.co/VPZB1otKg6","Alarm dokter tentang masker ""Jika digunakan di luar ruangan berbahaya"" https://t.co/VPZB1otKg6",misinformation,it
"L'allarme dei medici sulle mascherine ""Se utilizzate all'aperto sono dannose"" https://t.co/1AqgEYfYE7 https://t.co/tskXFIsYH0","Alarm dokter tentang masker ""Jika digunakan di luar ruangan berbahaya"" https://t.co/1AqgEYfYE7 https://t.co/tskXFIsYH0",misinformation,it
Floridians report range of adverse effects from COVID vaccine - South Florida Sun-Sentinel https://t.co/8WUgkETB14,Warga Florida melaporkan berbagai efek samping dari vaksin COVID - South Florida Sun-Sentinel https://t.co/8WUgkETB14,misinformation,en
"Na contramão de Bolsonaro, Trump planeja vacinação contra Covid-19 em outubro
https://t.co/JtdS8kvumP","Bertentangan dengan Bolsonaro, Trump merencanakan vaksinasi Covid-19 pada Oktober
https://t.co/JtdS8kvumP",misinformation,pt
"🔴 le risque de maladie aggravée associée à la vaccination (VAED) existe bel et bien dans la COVID-19 (comme en témoignent les travaux sur les vaccins contre le SRAS et la PIF, par exemple) https://t.co/9C50OVruec","risiko penyakit terkait vaksin (VAED) yang diperparah memang ada pada COVID-19 (seperti yang dibuktikan dengan penelitian pada vaksin SARS dan FIP, misalnya) https://t.co/9C50OVruec",misinformation,fr
Covid-19. Un numéro et des sites pour se faire vacciner https://t.co/UMQSrRlUAv,Covid19. Nomor dan situs untuk mendapatkan vaksinasi https://t.co/UMQSrRlUAv,misinformation,fr
"Est-il dangereux de se faire vacciner quand on a déjà eu le Covid-19, lorsqu’on est malade ou enceinte ? Nos réponses aux questions sur les contre-indications 👇 https://t.co/LMTRisFIKX","Berbahayakah Vaksinasi Saat Sudah Terkena Covid-19, Saat Sakit atau Hamil? Jawaban kami atas pertanyaan tentang kontraindikasi https://t.co/LMTRisFIKX",misinformation,fr
"Áustria (Viena), parte da polícia tira os capacetes e marcha junto com os cidadãos contra o bloqueio e a ditadura da saúde. https://t.co/sDGA6i7PCw https://t.co/MrsjNRBKAF https://t.co/oGRyeMaCIy","Austria (Wina), bagian dari polisi melepas helm mereka dan berbaris bersama dengan warga melawan blokade dan kediktatoran kesehatan. https://t.co/sDGA6i7PCw https://t.co/MrsjNRBKAF https://t.co/oGRyeMaCIy",misinformation,pt
"Áustria (Viena), parte da polícia tira os capacetes e marcha junto com os cidadãos contra o bloqueio e a ditadura da saúde. https://t.co/qvwnHx7aBv https://t.co/2EwR0aamcT https://t.co/fcRqsjdPe7","Austria (Wina), bagian dari polisi melepas helm mereka dan berbaris bersama dengan warga melawan blokade dan kediktatoran kesehatan. https://t.co/qvwnHx7aBv https://t.co/2EwR0aamcT https://t.co/fcRqsjdPe7",misinformation,pt
"VACCINI A MRNA: 
NEGLI #STATIUNITI 
I PRIMI SEGNI DI UN DISTURBO IMMUNITARIO LETALE

https://t.co/tzBXDaCtSI","VAKSIN DI MRNA:
DI AMERIKA SERIKAT
TANDA PERTAMA GANGGUAN KEKEBALAN YANG MATI

https://t.co/tzBXDaCtSI",misinformation,it
"AstraZeneca, malori per il vaccino: gli ospedali tedeschi interrompono le vaccinazioni https://t.co/NGe0HsInDa","AstraZeneca, penyakit vaksin: Rumah sakit Jerman menghentikan vaksinasi https://t.co/NGe0HsInDa",factual,it
"Um den Betrieb nicht zu gefährden, hat eine Braunschweiger Klinik die Impfungen mit dem #Astrazeneca-#Impfstoff ausgesetzt. Der Grund: ein vermehrtes Auftreten von Nebenwirkungen. https://t.co/xAROx1AQ3h","Agar tidak membahayakan operasi, klinik Braunschweig telah menangguhkan vaksinasi dengan #Astrazeneca #vaccine. Alasannya: peningkatan terjadinya efek samping. https://t.co/xAROx1AQ3h",factual,de
"¿Así se manifestaron en Rumania contra medidas del gobierno para combatir el #COVID19?

❌ Falso

La imagen es de una protesta masiva anticorrupción, en 2017 #AFP 

➡https://t.co/VvuOYMutu8 https://t.co/1AGc2M5QRv","Apakah ini cara mereka berdemonstrasi di Rumania menentang langkah-langkah pemerintah untuk memerangi #COVID19?

Salah

Gambar dari protes anti korupsi besar-besaran, pada 2017 #AFP

https://t.co/VvuOYMutu8 https://t.co/1AGc2M5QRv",misinformation,es
Protestas en Rumania contra restricciones por Covid19. WAO Qué mollejón de gentes 😳 https://t.co/qTmoDMaaHW,Protes di Rumania menentang pembatasan oleh Covid19. WAO Sungguh ampela orang https://t.co/qTmoDMaaHW,misinformation,es
"النمسا توقف استخدام لقاح أسترازينيكا بعد وفاة امرأة
#عاجل
https://t.co/67NRTeSSlm","Austria menghentikan penggunaan vaksin AstraZeneca setelah seorang wanita meninggal
#mendesak
https://t.co/67NRTeSSlm",factual,ar
"Austria: infermiera di 49 anni muore dopo vaccinazione con AstraZeneca.

https://t.co/ieeX3qhkt4 https://t.co/9HGEmd4QvJ","Austria: Perawat berusia 49 tahun meninggal setelah divaksinasi dengan AstraZeneca.

https://t.co/ieeX3qhkt4 https://t.co/9HGEmd4QvJ",factual,it
"« En Autriche, une infirmière de 49 ans est décédée quelques jours après avoir reçu une injection du vaccin AstraZeneca. Une de ses collègues a développé une embolie pulmonaire. Deux incidents rapprochés qui posent des questions. »

https://t.co/d7NYXu3zg8","""Di Austria, seorang perawat berusia 49 tahun meninggal beberapa hari setelah disuntik dengan vaksin AstraZeneca. Salah satu rekannya mengembangkan emboli paru. Dua insiden dekat yang menimbulkan pertanyaan. »

https://t.co/d7NYXu3zg8",factual,fr
"Eine Krankenschwester am Landesklinikum Zwettl starb kurz nach der Impfung mit #AstraZeneca. Die Gesundheitsagentur untersucht nun den Vorfall. Erst am Donnerstag wurde ein ähnlicher Fall aus Brixen bekannt, in dem ein Arzt nach der Zweitimpfung plötzlich verstorben war. https://t.co/HsZiZHfZaT","Seorang perawat di rumah sakit negara bagian Zwettl meninggal tak lama setelah divaksinasi dengan #AstraZeneca. Badan kesehatan sekarang sedang menyelidiki insiden tersebut. Baru pada hari Kamis kasus serupa dari Brixen diketahui, di mana seorang dokter tiba-tiba meninggal setelah vaksinasi kedua. https://t.co/HsZiZHfZaT",factual,de
"النمسا توقف استخدام لقاح أسترازينيكا بعد وفاة امرأة
#عاجل
https://t.co/67NRTeSSlm","Austria menghentikan penggunaan vaksin AstraZeneca setelah seorang wanita meninggal
#mendesak
https://t.co/67NRTeSSlm",misinformation,ar
"Vaccinée avec une dose de vaccin anti- Covid-19 d'#AstraZeneca, une infirmière autrichienne de 49 ans est morte quelques jours plus tard des suites de ""graves troubles de la coagulation"".
#tiredearth #COVID19 
https://t.co/9e8olwkSRs","Divaksinasi dengan dosis vaksin anti-Covid-19 #AstraZeneca, seorang perawat Austria berusia 49 tahun meninggal beberapa hari kemudian karena ""gangguan pendarahan serius"".
#tiredearth #COVID19
https://t.co/9e8olwkSRs",misinformation,fr
"Iran: COVID-19 Death Toll in 535 Cities Surpasses 246,400
#Iran #Coronavirus #Covid  #vaccines  
https://t.co/RCyxEKYTDz","Iran: Jumlah Kematian COVID-19 di 535 Kota Melampaui 246.400
#Iran #Coronavirus #Covid #vaksin
https://t.co/RCyxEKYTDz",misinformation,en
"📰Ana Paula Henkel mente ao dizer que 500 pessoas morreram nos EUA por conta da vacina de Covid.

A fonte era um site onde qualquer pessoa pode incluir dados, alguém está surpreso que isso ocorreu na @JovemPanNews e eles não fizeram nada para desmenti-lá?🤔https://t.co/40rN9rsS7O","Ana Paula Henkel berbohong ketika dia mengatakan bahwa 500 orang meninggal di AS karena vaksin Covid.

Sumbernya adalah situs web tempat siapa pun dapat memasukkan data, apakah ada yang terkejut bahwa ini terjadi di @JovemPanNews dan mereka tidak melakukan apa pun untuk menyangkalnya?🤔https://t.co/40rN9rsS7O",misinformation,pt
Michigan: 246 Geimpfte positiv auf COVID-19 getestet - drei verstorben https://t.co/4irUTyySIi,Michigan: 246 orang dinyatakan positif COVID-19 - tiga meninggal https://t.co/4irUTyySIi,misinformation,de
"Covid vaccines have prevented 10,400 deaths in older adults, data shows https://t.co/fsDkZ8SZun","Vaksin Covid telah mencegah 10.400 kematian pada orang dewasa yang lebih tua, data menunjukkan https://t.co/fsDkZ8SZun",misinformation,en
