cleaned_text_ib,label,lang
"dengarkan saat dr. story menjelaskan cara kerja vaksin covid-19 untuk membantu tubuh kita melawan paparan infeksi di masa mendatang. untuk informasi lebih lanjut, kunjungi <links> <links>",1,en
"studi baru menunjukkan lebih banyak pasien kanker meninggal karena covid-19, tetapi tidak harus karena alasan yang anda harapkan. <links> melalui <user> #ccc19 <user>",1,en
"studi coronavirus: perawatan kanker bukan faktor risiko utama covid-19 <user> terima kasih <user> atas pelaporan yang luar biasa, atas nama <user> <user> <user> #asco20 <links> co/qtwj2ietri",1,en
"covid-19 infeksi baru: 2.383, kematian baru: 72, vaksinasi baru: 4 542, total vaksinasi: 651.628. jumlah kematian adalah 55.874.<links> <links>",1,en
24 mei 2021 <user> pembaruan vaksin covid-19:1.511.262 total dosis yang diberikan209.713 orang divaksinasi sebagian670.344 orang divaksinasi lengkapuntuk informasi lebih lanjut: <links> <links>,1,en
vaksin covid-19: cari tahu kapan orang dewasa antara 60 dan 64 tahun akan divaksinasi <links>,1,es
covid-19: akademi kedokteran merekomendasikan untuk membuat vaksin wajib <links> <links>,1,fr
"as mengelola hampir 264,7 juta dosis vaksin covid-19 - cdc <links> <links>",1,en
"update #covid19sk 28 mei: 693.625 vaksin diberikan, 122 kasus baru, 131 orang sembuh, 113 di rumah sakit, dua kematian baru rata-rata 7 hari saat ini: 129 (10,6 kasus baru per 100.000) detail lengkap: <links> covid-19: <links> <links>",1,en
"sebuah pesan populer yang beredar di media sosial dengan mengacu pada peraih nobel prancis, luc montagnier, mengklaim bahwa setiap orang yang telah menggunakan vaksin covid-19 akan mati dalam dua tahun.dr shahid jameel melihat ilmu dan bukti.<links>",1,en
"jumlah kematian dan kasus covid-19 di banyak negara, perkembangan terbaru tentang vaksin dan variannya di inggris.. <links>",1,tr
"""menurut data resmi, orang yang divaksinasi lengkap memiliki risiko kematian akibat covid-19 885% lebih tinggi daripada orang yang tidak divaksinasi.""<links>",1,fr
"<links> dari 324 juta dosis vaksin covid-19 diberikan di amerika serikat mulai 14 desember 2020 hingga 28 juni 2021. selama waktu tersebut, vaers menerima 5.718 laporan kematian (0,0018%) di antara orang-orang yang menerima covid-19 vaksin.",1,en
"vaksin mrna covid-19 telah terbukti sangat efektif dalam mencegah infeksi sars-cov-2, mengurangi viral load rna, risiko episode demam, dan mengurangi durasi penyakit.<links> <links>",1,pl
"apakah fakta bahwa orang yang diimunisasi terkena #covid19 berarti vaksin tidak berfungsi?tidak. vaksin terbukti sangat efektif, terutama dalam mencegah kasus serius dan kematian #afplihat  <links>",1,pt
70% orang dewasa colorado telah menerima setidaknya satu dosis vaksin covid-19 <links>,1,en
vaksin covid-19 telah diluncurkan untuk keselamatan dan kesehatan anda. vaksin ini tidak hanya melindungi anda tetapi juga memastikan keselamatan orang lain. dapatkan vaksinasi sekarang.<user> # #united2fightcorona #largestvaccinedrive <links>,1,en
vaksin melawan #covid19 yang tersedia di #argentina:- mereka memiliki tingkat perlindungan yang baik- hindari kemungkinan infeksi serius atau kematian- mengurangi infeksi- manfaatnya lebih besar daripada risikonya- mereka menghadapi varian baru <links>,1,es
"untuk memperluas kampanye, india menerima vaksin melawan covid-19 yang belum diuji di negara tersebut.<links> <links>",1,pt
kematian &amp; rawat inap untuk infeksi covid telah meningkat tiga kali lipat di antara yang divaksinasi penuh di as dalam sebulan terakhir.kematian akibat covid di yang divaksinasi penuh terhadap penyakit ini meningkat dari 160 pada 30 april menjadi 535 pada 1 juni..!<links>,1,el
"laporan cedera vaksin covid di antara anak usia 12 hingga 17 tahun lebih dari tiga kali lipat dalam 1 minggu, data vaers menunjukkan  pertahanan kesehatan anak <links>",1,en
fakta - kematian akibat vaksin covid di inggris setelah 6 bulan adalah 407% lebih tinggi daripada kematian akibat semua vaksin lain yang digabungkan selama 11 tahun terakhir. tabel <links>,1,el
cdc akui: lebih dari 220 orang meninggal karena covid-19 setelah mendapatkan vaksinasi lengkap <links>,1,en
inggris: lebih dari 20 juta orang divaksinasi penuh terhadap covid-19 <links>,1,fr
"inggris: kematian covid-19 dan rawat inap orang yang sudah divaksinasi meningkatpara ahli memperingatkan bahwa vaksinasi massal terhadap covid-19 akan menghasilkan ""penyakit yang disempurnakan dengan vaksin"". seperti yang ditunjukkan oleh penelitian, ini sudah terjadi di inggris. sebuah<links>",1,it
"explosive: data kematian resmi denmark 11.5.2021:4.415 orang meninggal dalam waktu 30 hari setelah vaksinasi (di antaranya 2423 setelah dosis pertama dan 1992 setelah dosis kedua).hampir dua kali lipat kematian dengan / untuk covid sejak awal ""pandemi"", atau 2499.file excel: <links> <links>",1,it
kematian mingguan akibat covid di spanyol telah turun 90% sejak vaksinasi dimulai <links> via <user>,1,es
"ya, di sini saya membaca bahwa rata-rata jumlah kematian mingguan di spanyol telah turun 90% sejak vaksinasi dimulai. <links> a travs de <user>",1,el
palang merah jepang menolak untuk menerima donor darah dari orang-orang yang telah menerima vaksin covid-19<links> <links>,1,nl
palang merah jepang menolak donor darah dari orang yang disuntik dengan 'vaksin' covid-19 <links> via <user>,1,nl
palang merah jepang menolak donor darah dari orang yang disuntik dengan vaksin virus corona<links>,1,nl
palang merah menolak donor darah dari orang yang disuntik dengan 'vaksin' covid-19<links>,1,nl
palang merah di jepang dan belgia tidak menginginkan donor darah dari orang yang telah divaksinasi covid-19 untuk sementara waktu <links>,1,nl
palang merah di jepang dan belgia tidak menginginkan donor darah dari orang yang divaksinasi covid-19 untuk sementara waktu <links> via <user>,1,nl
palang merah amerika: orang yang divaksinasi tidak dapat mendonorkan darah karena vaksin benar-benar menghancurkan antibodi alami mereka ... <links>,1,pl
seorang bayi berusia lima bulan meninggal secara tragis setelah jatuh sakit parah dalam beberapa jam setelah ibunya menerima dosis vaksin eksperimental pfizer/biontech covid. #kerusakan vaksinasi<links> <links>,1,nl
bayi yang disusui meninggal setelah diracuni oleh ibu yang mengambil vaksin pfizer covid <links> <user> <user> <user> <user> <user> <user> <user> <user>,1,nl
bayi meninggal karena keracunan asi setelah ibunya divaksinasi dengan vaksin pfizer. <links>,1,nl
bayi yang disusui meninggal setelah diracuni oleh ibu yang minum vaksin pfizer covid - frontnieuws <links>,1,nl
bayi yang disusui meninggal setelah diracuni oleh ibu yang minum vaksin pfizer covid <links> via <user>,1,nl
bayi yang disusui meninggal setelah diracuni oleh ibu yang mengambil vaksin pfizer covid <links> via <user>,1,nl
bayi yang disusui meninggal setelah diracuni oleh ibu yang minum vaksin pfizer covid <links> via <user>,1,nl
"bayi meninggal karena asi dari ibu yang divaksinasisang ibu menerima dosis kedua dari vaksin #biontech pada 17/03. pada 18 maret, bayinya yang berusia 5 bulan yang disusui mengalami ruam dan menolak menyusu, demam, dan meninggal. <links>",1,de
bayi yang disusui meninggal setelah diracuni oleh ibu yang mengambil vaksin pfizer covid!<links>,1,nl
bayi yang disusui meninggal setelah diracuni oleh ibu yang minum vaksin pfizer covid <links> via <user>,1,nl
[salah] coronavirus akan hancur dengan airahli kesehatan: air biasa tidak bisa membunuh virus. rekomendasi lembaga kesehatan: mencuci tangan dengan air dan sabun untuk dapat membunuh virus.selengkapnya di <links> #coronavirusfacts <links>,1,in
"nasihat medis menyesatkan lainnya tentang #coronavirus menyapu media sosialyang mana menghirup uap air  menghilangkan virus iniwaspadai nasehat ini yang mungkin berbahaya, dan tentunya tidak akan menyembuhkan #covid_19#fakta virus coronadetail<links>",1,ar
"penerbangan ethiopian airlines beberapa waktu lalu dari italia menuju bandara addis ababa, sebagian besar penumpangnya terinfeksi virus corona.. <links>",1,ar
"penerbangan ethiopian airlines beberapa waktu lalu dari italia ke bandara addis, sebagian besar penumpangnya terinfeksi virus#coronavirus <links>",1,ar
umum..penerbangan ethiopian airlines yang membawa penumpang dari italia yang terinfeksi #coronavirus baru <links>,1,ar
"video lama pm china mengunjungi masjid menjadi viral dengan klaim bahwa dia ""sujud di hadapan allah"" karena virus corona <links>",1,en
peti mati orang yang telah meninggal karena virus corona terlihat di gereja pemakaman serravalle scrivia di alessandria. lebih banyak gambar saat italia berjuang untuk mengubur orang mati: <links> flavio lo scalzo <links>,1,en
italia: peti mati korban virus corona dari kota bergamo yang kewalahan diangkut ke krematorium di serravalle scrivia. #italiastaystrong <links>,1,en
"telah lama diketahui bahwa sinar ultraviolet memiliki efek mensterilkan, karena radiasi merusak materi genetik virus dan kemampuannya untuk bereplikasi.<links>",1,en
"telah lama diketahui bahwa sinar ultraviolet memiliki efek mensterilkan, karena radiasi merusak materi genetik virus dan kemampuannya untuk bereplikasi.<links>",1,en
membakar kedutaan besar prancis di sudan <links>,1,ar
jerman mengirimi china biaya 130 miliar poundsterling untuk kerusakan yang disebabkan oleh virus corona. <links>,1,pt
jika anda menyimpan sebotol pembersih tangan di dalam mobil - seperti yang saya lakukan - perhatikan peringatan ini dari para ilmuwan di <user> <links>,1,en
"pembersih tangan dapat meledak jika dibiarkan di dalam mobil pada hari yang panas, pejabat memperingatkan <links>",1,en
"akankah botol hand sanitizer meledak di mobil anda? mungkin tidak, tapi tetap aman <links>",1,en
"pembersih tangan dapat meledak jika dibiarkan di dalam mobil pada hari yang panas, pejabat memperingatkan <links>",1,en
#foto beberapa dokter dan perawat italia setelah berjam-jam bekerja di pusat kesehatan untuk memerangi #coronavirus yang muncul <links>,1,ar
gambar menyakitkan dari rumah sakit italia setelah mencatat kematian lebih dari 400 kasus virus corona dalam satu hari! <links>,1,ar
"foto-foto perawat dan dokter setelah shift perawatan intensif yang lama di italia, di mana situasinya mengerikan, sangat mengerikan. semoga sukses untuk anda semua petugas kesehatan.foto brutal menangkap wajah perawat dan dokter italia setelah shift panjang selama pandemi <links>",1,tr
bacaan teratas hari ini1. jio tidak menawarkan isi ulang gratis<links> dokter malaysia yang merawat pasien #covid19 salah diidentifikasi sebagai dr. hadio ali khazatsin dari indonesia<links> seni salah diidentifikasi sebagai mayat italia<links>,1,en
"sebuah foto yang viral memperlihatkan banyak orang tergeletak di tanah yang diklaim sebagai mayat korban coronavirus di italia yang belum ada yang siap mengangkatnya. ""mereka yang menganggap corona lelucon, orang-orang itu harus memperhatikan. ini adalah kota italia. di mana tidak ada yang siap untuk mengambil mayat."" terjemahan <links>",1,und
melalui gambar tersebut diklaim bahwa ratu elizabeth ii dari inggris telah mengucapkan terima kasih kepada perdana menteri narendra modi atas vaksin corona.#afwafactcheck #factcheck #narendramodi<links>,1,hi
"tahukah anda bahwa film i'm a legend itu terjadi di tahun 2021, di mana orang-orang berubah menjadi zombie karena serum yang salah!#leaks_2021 <links>",1,ar
laporan foto baru tentang bencana #coronavirus di indiavideo<links>,1,ar
"apakah leci menyebabkan sindrom ensefalitis akut, yang telah merenggut nyawa lebih dari 100 anak di bihar? inilah yang perlu anda ketahui!<links>",1,en
"pada akhir pekan, ribuan penganut konspirasi, penyangkal korona, penentang vaksinasi, ""warga reich"" &amp; hak di #berlin turun ke jalan. ini adalah demonstrasi sentral menentang pembatasan korona. dimobilisasi secara nasional. lihat <links>",1,de
"dan itu resmi.senat amerika serikat mengumumkan hari ini:corona itu bohongmedia menutupi kebenaran big pharma dan who akan dimintai pertanggungjawaban. malu pada media.ini adalah berita yang sangat bagus.amerika serikat, senat.<links>",1,cs
"senat as hari ini mengumumkan: 'corona adalah kebohongan'! pandemi ini didasarkan pada kebohongan dan penyensoran kebenaran.media menutupi kebenaran.farmasi besar, teknologi besar, media besar, who, dan pengkhianat lainnya akan dimintai pertanggungjawaban. <links>",1,es
"ups.senat as hari ini mengumumkan, 'corona bohong! itumedia menyembunyikan kebenaran ""big pharma, big tech, big media, who dan pengkhianat lainnya akan dimintai pertanggungjawaban.""<links>",1,fr
"#breaking pejabat berjalan kembali #trik-atau-perlakukan larangan halloween di los angeles county, tetapi sangat menyarankan untuk tidak melakukannya di tengah pandemi #coronavirus <links>",1,en
trick-or-treating dilarang di la county pada halloween ini karena risiko virus corona <links>,1,en
tonton langsung: walikota memberikan pembaruan tentang pandemi coronavirus. <links> <links>,1,en
trick or treat dilarang di la setelah penelitian menemukan setengah juta anak-anak as terkena virus coronainfeksi anak sekarang mencapai sekitar 10 persen dari semua kasus di amerika<links>,1,en
los angeles county melarang trick-or-treating halloween ini karena risiko coronavirus <links>,1,en
kayleigh mcenany mengatakan biden dan obama 'menjanjikan vaksin' dan semua orang sangat bingung <links> via <user>,1,en
kayleigh mcenany mengatakan biden dan obama 'menjanjikan vaksin' dan semua orang sangat bingung <links>,1,en
"hampir 40% orang amerika yang minum bir tidak akan membeli corona karena coronavirus, studi menunjukkan <links> <links>",1,en
"""38% orang amerika yang minum bir tidak akan membeli corona dalam keadaan apa pun sekarang16% peminum bir amerika bingung apakah bir corona terkait dengan virus corona"" <links>",1,en
ekstra: orang amerika 'tidak akan membeli bir corona' di tengah wabah #coronavirus kabel <links> <links>,1,en
"38% peminum bir menolak membeli corona 'dalam keadaan apa pun' karena virus corona, menurut jajak pendapat <links>",1,en
"#38% orang amerika tidak akan membeli bir corona ""dalam keadaan apa pun"" karena virus corona. perhatikan bahwa 38% secara langsung setara dengan persentase jajak pendapat dari dukungan inti #trump. lakukan matematika. <links>",1,en
bukankah ini kira-kira persentase yang mendukung trump? <links>,1,en
"hahaha, hahaha orang-orang di as hahahaha tidak membeli bir corona hahaha karena takut mendapatkannya. ha ha ha ha<links>",1,es
"kisah-kisah tentang ""38 persen orang amerika"" meninggalkan bir <user> karena ketakutan #coronavirus datang langsung dari survei yang dilakukan oleh firma hubungan masyarakat yang bekerja dengan <user> tetapi kami yakin itu hanya kebetulan<links>",1,en
orang amerika menghindari bir corona karena virus corona dan itu menjelaskan banyak hal.<links> <links>,1,en
"coronavirus not corona-virus sebuah survei mengatakan hampir 40 persen orang amerika tidak akan membeli bir corona ""dalam keadaan apa pun"" karena wabah virus corona. <links>",1,en
"lebih dari sepertiga peminum bir amerika menolak membeli corona 'dalam keadaan apa pun', menurut survei <links>",1,en
apa yang kita ketahui dan tidak ketahui tentang penularan tanpa gejala dan coronavirus <links> <links>,1,en
"orang tanpa gejala menularkan virus corona baru, kata who #recordnews <links>",1,pt
"penularan oleh pasien virus corona tanpa gejala 'sangat jarang', kata who <links>",1,pt
"88,1% pasien coronavirus nyc yang memakai ventilator meninggal <links>",1,en
"di #texas tidak ada kematian lebih dari 2 bulan setelah penghapusan semua kewajiban anti # covid19. akhirnya, tuduhan biden tentang ""mentalitas neanderthal"" terhadap penerbangan depan texas akan berubah menjadi ""risiko yang diperhitungkan dengan buruk"" galli melawan draghi ...<links>",1,it
texas melaporkan nol kematian akibat covid akhir pekan lalu untuk pertama kalinya dalam hampir 14 bulan <links>,1,en
diperlukan lebih banyak penelitian untuk memastikan vaksin mrna tidak memengaruhi dna? <links>,1,el
bisakah vaksin mrna mengubah dna secara permanen?ilmu pengetahuan terbaru menunjukkan mereka mungkin. <links>,1,fr
"melampaui pandemi: mrna sintetis yang digunakan dalam vaksin pfizer dan moderna dapat merevolusi pengobatan penyakit lain, dari kanker hingga malaria <links> <links>",1,it
vaksin pfizer: perawat as pingsan setelah menerima suntikan covid <links> <links>,1,fr
seorang perawat pingsan hidup setelah divaksinasi covid-19! <links>,1,fr
apakah hanya saya atau media murdoch yang mencoba merusak kepercayaan pada vaksin covid? kisah ini menyedihkan. perawat pingsan setelah divaksin karena dia memiliki kondisi yang membuatnya pingsan saat merasakan sakit. benar-benar tidak bertanggung jawab untuk mencetak ini. <links>,1,en
"vaksin ini hit and miss, secara harfiah. <links>",1,pt
kepala perawat pingsan 'hidup' setelah minum vaksin covid-19 <links>,1,pt
perawat yang pingsan saat menerima vaksin covid-19 tidak meninggal<links>,1,pt
"perawat, pingsan 17 menit setelah vaksinasi. <links> <links>",1,ja
"pingsan seperti ini (sinkop vasovagal) dapat terjadi setelah vaksin apapun, bahkan jari kaki yang terkilir, seperti yang pernah terjadi pada perawat ini di masa lalu!rasa sakit/cemas dapat memicu saraf vagus, menyebabkan penurunan tekanan darah sementara, dan orang 'pingsan' untuk sementara. <links>",1,en
seorang perawat pingsan selama siaran langsung tv beberapa menit setelah menerima vaksin pfizer-biontech #covid19 yang baru disetujui di sebuah rumah sakit as.<links> <links>,1,fr
seorang perawat pingsan di siaran langsung tv pada konferensi pers segera setelah menerima #covid_19 #pfizervaccine. manajer perawat tiffany dover telah berbicara kepada media tentang vaksinasi pertama petugas kesehatan garis depan kota ketika dia pingsan.<links>,1,en
#pemecahanseorang perawat pingsan di siaran langsung tv segera setelah menerima vaksin #pfizer #covid19 di rumah sakit tennessee. manajer perawat tiffany dover telah berbicara kepada media tentang vaksinasi pertama petugas kesehatan garis depan kota ketika dia pingsan.<links>,1,en
apa yang diketahui tentang perawat as yang pingsan setelah menerima vaksin pfizer terhadap covid <links>,1,es
seorang perawat pingsan langsung di tv setelah menerima vaksin pfizer <links>,1,es
seorang perawat pingsan langsung di tv setelah menerima vaksin pfizer <links>,1,es
"#cannabis akan menghentikan infeksi oleh #coronavirus, kata peneliti kanada #covid19 #marihuana <links>",1,es
ganja menunjukkan janji memblokir infeksi coronavirus: peneliti alberta<links>,1,en
ganja menunjukkan janji memblokir infeksi coronavirus: peneliti alberta <links>,1,en
efek samping pada manula: #norwegia mengubah rekomendasi vaksinasisetelah laporan tentang #efek samping dan #kematian pada orang berusia di atas 80 tahun: otoritas kesehatan norwegia mengubah rekomendasi vaksinasi terhadap #corona.<links>,1,de
#norway memperingatkan terhadap #biontech #vaksinasi pada sekelompok orang yang terutama divaksinasi oleh #pemerintah federal di jerman <links>,1,de
setelah laporan efek samping dan kematian pada orang di atas 80 tahun: otoritas kesehatan #norwegia mengubah rekomendasi vaksinasi terhadap #corona. #vaksinasi <links>,1,de
setelah laporan efek samping dan kematian pada orang berusia di atas 80 tahun: otoritas kesehatan norwegia mengubah rekomendasi vaksinasi terhadap corona. <links> via <user>,1,de
"setelah beberapa kematian yang tidak dapat dijelaskan, norwegia memodifikasi rekomendasi vaksinasi untuk biontech dan moderna: rendah, namun tetap berisiko bagi orang yang sangat tua di atas 80 tahun yang memiliki penyakit sebelumnya seperti gagal jantung, demensia, atau kerusakan paru-paru. patah semangat <links>",1,de
info penting dari norwegia: #vaksinasi bisa lebih berisiko dari yang diperkirakan untuk #orang tua yang sangat lemah.<links> melalui <user>,1,de
"di swedia, empat orang meninggal setelah menerima vaksin covid-19. secara total, 96 efek samping dilaporkan dicurigai pada 38 subjek yang divaksinasi.<links>",1,pl
 empat orang meninggal di swedia setelah menerima vaksin covid-19.<links>,1,pl
swedia: empat orang meninggal setelah menerima vaksin covid-19 <links>,1,pl
wow!mereka menyelidiki kematian 23 pasien lanjut usia di norwegia yang menerima vaksin pfizer <links>,1,es
dokter christiane northrup bersikukuh: yang disebut suntikan anti-covid bukanlah vaksin...<links> <links>,1,nl
"sebuah pesan viral whatsapp yang mengklaim peraih nobel prancis dr. luc montagnier mengatakan bahwa mereka yang menerima vaksin #covid19 akan mati dalam jangka waktu dua tahun, adalah menyesatkan dan salah. #boomfactcheck #fakenews #covidvaccine #coronavirus<links>",1,en
cek fakta: peraih nobel luc montagnier tidak mengatakan penerima vaksin covid akan mati dalam dua tahun - berita cek fakta <links>,1,en
"laporan resmi inggris: risiko covid-19 terus menurun setelah dosis pertama vaksin. di antara mereka yang menerima vaksin pfizer/biontech, 0,8% menjadi terinfeksi, dibandingkan dengan 0,3% dari mereka yang menerima vaksin oxford/astrazeneca. <links> <links>",1,es
"enam peserta dalam uji coba vaksin virus corona pfizer dan biontech meninggal di asdua sukarelawan meninggal setelah vaksinasi, empat lainnya meninggal pada kelompok plasebo <links>",1,ru
as melaporkan kematian enam peserta dalam uji coba vaksin pfizer<links> <links>,1,ru
enam peserta uji coba vaksin virus corona meninggal di as <links>,1,ru
"enam sukarelawan meninggal selama uji coba vaksin pfizer dan biontech, tulis the wall street journal.dua kematian dicatat pada kelompok yang divaksinasi, empat lagi pada kelompok plasebo.<links> <links>",1,ru
"dokumen fda yang baru dirilis mengungkapkan kematian 6 peserta selama uji coba vaksin covid-19 pfizer. menurut salah satu peserta, setelah tembakan kedua, dia bangun dengan kedinginan, gemetar begitu keras hingga giginya retak. ""menyakitkan bahkan hanya berbaring di sprei saya,"" katanya.<links>",1,en
"proporsi penerima vaksin yang lebih tinggi melaporkan efek samping dibandingkan dengan penerima plasebo, dan ketidakseimbangan ini didorong oleh reaktogenisitas (efek samping yang diminta) yang dilaporkan dalam 7 hari setelah vaksinasi covid-19 pfizer.<links>",1,en
"enam peserta meninggal selama studi vaksin pfizer dan biontech. satu meninggal tiga hari setelah vaksinasi, yang lain mengalami serangan jantung pada hari ke-60 setelah dosis kedua serum.<links>",1,ru
2 orang meninggal karena vaksin pfizer melawan covid19.<links>,1,sv
vaksin pfizer: dua sukarelawan telah terbunuh oleh vaksin<links>,1,zh
lumba-lumba dan angsa muncul di kanal venesia seminggu setelah kota ditutup untuk menghentikan penyebaran virus corona <links>,1,pt
lumba-lumba telah muncul di kanal-kanal venesia karena kurangnya wisatawan! tonton videonya: <links> <links>,1,ru
lumba-lumba kembali ke kanal venesia setelah isolasi manusia: <links> #coronaviruspandemic <links>,1,pt
bill gates mengakui 700.000 orang dapat terluka atau terbunuh oleh vaksin coronavirus-nya <links> #health #vaccines #covid19,1,fr
"memutuskan atau menolak untuk mendapatkan vaksin #covid19 lebih rumit bagi orang-orang seperti stacy torres, phd, yang memiliki penyakit autoimun. dia membagikan proses pemikirannya di kolomnya untuk <user> <links>",1,en
"varian delta dari covid-19 memiliki gejala baru, dan seringkali lebih serius, daripada yang kita lihat di musim semi 2020.<user> memiliki perbaikan yang sangat mudah untuk memerangi ketegangan: dapatkan vaksinasi! <links>",1,en
"tidak, vaksin mrna covid-19 tidak ""mengubah dna anda"". <links>",1,en
vaksin mrna covid-19 baru sangat mematikan! <links> melalui <user>,1,it
vaksin covid-19: bukan kampanye vaksinasi tetapi eksperimen genetik skala besar <links> <links>,1,nl
"#china, yang pulih dari malapetaka #coronavirus, telah diguncang oleh pukulan virus baru. #hantavirus telah ditemukan di provinsi yunnan china, yang menyebabkan satu orang meninggal. ini adalah masalah kelegaan tentang infeksi yang disebabkan oleh tikus ini yang tidak mematikan seperti #covid19. <links>",1,hi
"berita release dari cleveland clinic:* 99% dari penerimaan untuk covid tidak sepenuhnya divaksinasi.* 99,7% infeksi pada pekerja tidak divaksinasi.* vaksin mrna 97% efektif.<links> <links>",1,en
"sebagian besar infeksi dan rawat inap covid-19 tidak divaksinasiklinik cleveland (ohio) mengatakan bahwa 99,7% pasien covid-19 yang dirawat di rumah sakit tidak divaksinasi, menunjukkan bahwa vaksin mencegah bentuk parah dan kematian.<links>",1,fr
dokter dari pedalaman venezuela menuntut vaksin melawan covid-19 sementara kematian tidak berhenti. <links>,1,es
"covid-19 di meksiko: 51,3 juta vaksin diterapkan; ada 235 ribu 277 kematian grafik<links> <links>",1,es
"menurut publikasi yang dibagikan secara luas di internet, vaksin belum membuktikan keefektifannya terhadap bentuk covid yang parah kampanye vaksinasi mengkonfirmasi keefektifan ini, sudah sangat disarankan dalam uji klinis<links> <links>",1,fr
internasional ini adalah efek yang mungkin ditimbulkan oleh vaksin covid-19 terhadap sukarelawan  <links> <links>,1,es
"jika anda menekan vaksin, anda tidak bisajumlah wanita yang kehilangan janin setelah vaksin covid meningkat 366% hanya dalam 6 minggu<links>",1,ja
"di inggris, dari 9/12 hingga 7/03, 23 wanita mengalami keguguran dengan pfizer dan 5 dengan astra zeneca. 2 anak yang lahir mati. pemerintah telah terlebih dahulu menyarankan untuk tidak melakukan vaksinasi untuk ibu hamil sebelum mempertimbangkannya dengan keseimbangan risiko-manfaat.<links>",1,fr
<links> menyayat hati :(,1,en
jumlah wanita yang kehilangan anak mereka yang belum lahir setelah mendapatkan vaksin covid meningkat 366% hanya dalam enam minggu<links>,1,en
"""jumlah wanita yang kehilangan anak mereka yang belum lahir setelah menerima vaksin covid meningkat 366% hanya dalam enam minggu""meskipun kita tidak tahu apa pun tentang efeknya pada kehamilan, mereka melakukan sama.<links>",1,it
ups<links>,1,en
"jumlah orang yang divaksinasi covid-19, 25 mei 2021 <links>",1,en
"meksiko menerima 2,2 juta #vaksin melawan #covid19 dari mekanisme #covax <links> <links>",1,es
"para peneliti dari complutense university of madrid (ucm) telah mendeteksi kasus pertama di spanyol dari hewan peliharaan yang terinfeksi sars-cov-2 varian inggris, pudel raksasa berusia 14 tahun dengan viral load tinggi dan tanpa gejala https:/ /t .co/mgya0n7zligettyimages <links>",1,es
"para ilmuwan mengumumkan keberadaan varian baru virus corona di brasil, yang telah diidentifikasi di 21 kotamadya sao paulo <links> <links>",1,es
"kuil sagrada familia di barcelona akan dibuka kembali untuk pengunjung mulai sabtu depan, 29 mei, setelah ditutup selama enam bulan karena pandemi.<links> <links>",1,es
"pemenang hadiah nobel kedokteran, ahli virologi luc montagnier mengatakan,vaksinasi covid massal adalah kesalahan yang tidak dapat diterima yang menciptakan varian#covid-19#vaksinasi#vaksinasi <links>",1,en
"10.000-an orang amerika terinfeksi covid pada 1 april, meskipun telah divaksinasi sepenuhnya. 100-an meninggal. dancdc hanya menyapu di bawah karpet dan tidak menyelidiki infeksi ini kecuali orang mati.<links>",1,en
"varian covid-19 delta: mutasi ganda, infeksius, dan gejala <links>",1,in
pemberian lebih dari 3 juta dosis vaksin covid-19 kepada anggota masyarakat dalam program nasional vaksinasi covid-19 <user> <links>,1,ar
peningkatan besar dalam kematian 'covid' sejak vaksinasi massal. kebetulan saya yakin...<links> <links>,1,en
 postingan palsu yang mengklaim vaksin covid-19 mengandung perangkat elektronik yang dapat mengaktifkan bola lampu<links>,1,en
who sudah mulai mengenali ivermectin sebagai profilaksis untuk covid-19 <links>,1,pt
ivermectin: tinjauan sistematis tentang efek antivirus dari rejimen tambahan covid-19 <links>,1,pt
"#ivermectin akan memiliki efek antivirus pada pasien covid-19, menurut sebuah penelitian yang diterbitkan dalam jurnal ilmiah<links>",1,es
ivermectin menghambat ikatan s-protein #covid19<links>,1,es
"pencegahan dan pengobatan covid-19. untuk jurnal ilmiah, ivermectin antiparasit efektif melawan covid-19! ini adalah penelitian yang dilakukan di argentina dan dimasukkan ke dalam publikasi yang diedit oleh jurnal medis bergengsi the lancet.<links>",1,pt
"sekelompok orang tua mengirim 6 masker wajah anak ke lab untuk dianalisa:5 dari 6 ""terkontaminasi bakteri, parasit, dan jamur, termasuk tiga dengan bakteri patogen dan penyebab pneumonia yang berbahaya."" <links>",1,en
"sekelompok orang tua mengirim masker wajah ke laboratorium untuk meminta analisis kontaminan yang ditemukan pada masker setelah dipakai. laporan yang dihasilkan ditemukan terkontaminasi bakteri, parasit, jamur, dan bakteri berbahaya penyebab pneumonia. <links>",1,en
"orang tua di gainesville, fl, mengirim 6 masker usang ke laboratorium di university of florida. laporan tersebut menemukan 5 masker terkontaminasi bakteri, parasit &amp; jamur, termasuk 3 dengan patogen, bakteri penyebab pneumonia..<links> <links>",1,en
"analisis 6 #masker baru/baru dicuci yang dipakai anak selama 5-8 jam ""menemukan 5 masker yang terkontaminasi bakteri, parasit, dan jamur, termasuk 3 dengan bakteri patogen/pnemonia berbahaya"".apa yang kita lakukan pada anak-anak kita?<links>",1,en
"sekelompok orang tua di gainesville, fl, menyerahkan enam masker wajah ke laboratorium untuk dianalisis...5 masker terkontaminasi bakteri, parasit, dan jamur, termasuk tiga dengan bakteri patogen dan penyebab pneumonia yang berbahaya...<links>",1,en
ini #fake bahwa video yang menunjukkan air keran dalam tes cepat untuk covid mengungkapkan ketidakefektifan perangkat <links>,1,pt
ranjang anti seks di olimpiade <links>,1,en
*gambar bocoran* dari tokyo olympic village: ranjang anti-seks <links>,1,en
video baruranjang anti-seks di olimpiade? bagaimana itu bekerja ? <links> <links>,1,fr
